ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
1cfa27ff6a688b162637b2047a6a9b6f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
1d0076d8940f87ddac1d373f85e28b9b,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
1d05d8bea10f614e6f935c4813dd5ce0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,
1d074630ea1800cefed1a4e424d31e58,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
1d0d5ffd613d79c83dc39cdeb7e297c5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
1d2263af25f468b9c513df71ab5bc394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
1d32819e59a4ecdeafedfcc5de1dd4aa,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1d34d97c9c85bc8925d578f25b61309f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,uncultured_Alphaproteobacteria
1d3a0407ab6b089f6ede5f1e9be49401,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1d3e72ad8e7c7ba88ce64787e9aa297b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1d459b6812a428085adf5c2a9da9b75a,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured_marine
1d4cb6defabbc0b0cd05b937fd79b4c2,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Pycnococcus_provasolii
1d5881144ccfc7de59c9a785610c8181,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1d61df7f1299b545b953cea0b35a4d2b,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
1d669aacc3d1cc0ab4ed1df1d2dcd103,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,uncultured_bacterium
1d6a9948c8216fed471ffdb44c833180,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,
1d72b735fd3dc3bba869615effc0f2b5,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1d7f84d4ef777537753a9902c1e9ba4d,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116_clade,OCS116_clade,
1d817dfc7a120aebf02bff575f1f617f,Bacteria,,,,,,
1d8457b1f25447cbf807a7c7bc6283e0,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1d8e6f97d007b31049b346adb9590621,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,Nitzschia_sp.
1d90a8b38b5dcd54f3934061bc5a5a30,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
1d95abcfa4bfd3a08ea37a7d32df79c0,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1d992a26238fb92c6b2b24320a7dc605,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
1dab6fd8e14e7fbcdd4a10ba77ec1ac1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Flammeovirga,
1dae7f69b8da63606e659c2fa978d745,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1dc625d3de66a17d292b267ac00fa27c,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,
1dc6f0d2e7fddd4dac3c79c2217a57e2,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,uncultured_bacterium
1dc845204ed8a3db5c8fa893e2e529d4,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1dcafccb60b59e8cb0b4030b4546e459,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
1dd17aff351101d42a4220eb1ab09b3e,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),uncultured_bacterium
1dd61e9e3a216879b157f7a0032406f2,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,
1ddd4a5f75fe172853da926967076276,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,
1ddf1291a653ee80d3fd9a466f1cb2fa,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1ddf376b7bb479b3089278919ce3fa9a,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,
1ddf37b0a13062edd8d364ec3b0386a3,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
1de79c7805d5c10d883b3bfd8482358d,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1de91095d3c409177ffc6812abf89a6c,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,marine_metagenome
1df49a5a2d62c78ad79bde27c83d5540,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
1df548c815b492840d46c996939ea791,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1df59681d255c3542a4ac8ccc2050201,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1e021c4d83ce2991c5192b190eed860b,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,
1e1d4d6c28364a7d720f07198e25992e,Bacteria,Proteobacteria,,,,,
1e248a76cc4fb154a947d5622ea37f4c,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea,
1e2a15203c43dc5feac1874a92f29327,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
1e2a6b8ff7c4a5b15dadfcd79ab0b195,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
1e2ec5a31d48d2717d483d3711b3e8a3,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Turneriella,uncultured_marine
1e381970b0b48c82b5225ae017ad951c,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,uncultured,uncultured_planctomycete
1e382770361fc00068b789de0e6341ec,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
1e4307cca27d8b3dd185e1cff46e16cc,Bacteria,PAUC34f,PAUC34f,PAUC34f,PAUC34f,PAUC34f,uncultured_bacterium
1e47b81ef46a2e83316b5fc7176f29fa,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
1e4bba2aa9ea6baf4ea99461a7159c61,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7_marine_group,NS7_marine_group,
1e5830689b18c1667003aeedf3a7c5ed,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
1e5977f19918973e1c2fac74115b285f,Bacteria,,,,,,
1e63564dc26ca56c52b18f6f5fe808d9,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,
1e636bcec6f6a9e4831140c5d97870e5,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1e6b8fb3151657542d2ce852800baeb5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
1e70086b344d0fe4455b35cfc2850857,Bacteria,,,,,,
1e742bec6f90692d8e093aa829cff95d,Bacteria,Proteobacteria,Alphaproteobacteria,AT-s3-44,AT-s3-44,AT-s3-44,
1e7baa4ac0e0f610c74670c302d95bd0,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),unidentified_marine
1e838727c9936dd424454d239557e7f2,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,
1e877cfdd430d661e6f30c004a2acc5c,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
1e87950410e14093200cc0e3edd65677,Bacteria,,,,,,
1e8be2ebdde190ec09ffc176d9a3c1c0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,,,
1e8f04cce45c618ac1d70b43b3d61a9c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
1e906b1f653c1c93879e2045f527a4d5,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured_marine
1ea3cbbb63418c3fef70cf27ab211ae9,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1eb3041f3ba80d5b93dd88750590d69d,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
1ec0d777a4f9ee1ac53580231bddad3c,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group,Arctic97B-4_marine_group,
1ecbf534671efdd85b3be045d387cc4b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1ee794f3b805df0b65283d1857b6ceee,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1eeb9e1d62d9712626314922dc905a42,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,
1eefd2fe4a009fc5b1e4cb3f72d01227,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1ef2b0044c9a8f47865213fdaba7483c,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,
1f0213a5188ad2c9e3ed739357a65cad,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas,uncultured_Bacteroidetes
1f0e65a5a1a534805cd0e6ce883e569c,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,,,
1f135f3b5c218fb495142276eaa99b23,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,
1f2227787ac4164c37277dad2e6ab73d,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira,uncultured_bacterium
1f23d82641407cf8cee56471392bbdb6,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
1f25302398a08fa973d6ebae46465f9e,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,
1f2bd40ec02f49c24404e96c8fa43e4a,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
1f38501b24565e240781cd0fe0459595,Bacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,uncultured_bacterium
1f3c6594ef0053dc45f324e3c483568b,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1f4a43b758cfafeda5054a29025448c0,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
1f4b89e1a0359a998d7b6287c983fb39,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,unidentified_marine
1f5c7aca4f19991f2c4398064cb010c3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
1f790e47da2a58646700600e01fafa1a,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,
1f90c4cd87d7fcb6c19160120f0b2418,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
1f90c8628d2957dab716044b8f3a8bd2,Bacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,Margulisbacteria,uncultured_bacterium
1f9121a1cfc359a3c55b11d604f6ba9b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
1f9b5548d554f633b864b06f3ffdd671,Bacteria,,,,,,
1f9d97b07aa566b3b35536b0e7302bb0,Archaea,Thermoplasmatota,Thermoplasmata,Marine_Group_II,Marine_Group_II,Marine_Group_II,
1fa171668839e1eb1ade6266fd66c217,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36,HOC36,
1fab6c871644c61c63971cb7591cb05c,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
1fae7588baccdfd0cc4d956aadd083f9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,uncultured_marine
1fb08b18138d8c6a97104ee81c5248d3,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,
1fb9ccab44a5edbbd165a347e9f148c1,Bacteria,Planctomycetota,028H05-P-BN-P5,028H05-P-BN-P5,028H05-P-BN-P5,028H05-P-BN-P5,uncultured_bacterium
1fb9e017d2e191d46804b5f10b9a03a8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
1fcc235086f9ec8c667334de280dcf1a,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Unknown_Family,uncultured_marine
1fccad42292c43a398db4937adb553df,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,Guillardia_theta
1fcdc17f86137874f6706811d57a3874,Bacteria,,,,,,
1fd219ca91dfd4435b264ec1ef2629b2,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
1fd86b0c953d9698e09a974b91b92341,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,
1fe62778850ddcd224f6bad9afb186cd,Bacteria,,,,,,
2001723d7312c1b56d4e71b10643d872,Bacteria,Cyanobacteria,Cyanobacteriia,,,,
20068b766c59363ae6e2a18e95b123f2,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
200edb68b10045407cfc1b64261b5c31,Bacteria,,,,,,
201f3e638202f0155077b7ad8124dd81,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,
2020dcdcb544371f63bb3cfb3f7ba953,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
203a9b6ae2b926d8b36adc9c03e0ee12,Bacteria,,,,,,
203c2fc4840318e3a8180cebb58b26d4,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,marine_metagenome
203c57c14508e7c9a6398047fd88e766,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Croceitalea,uncultured_bacterium
2043f168b92239ce92ec73d83a707e23,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,
2043fca610e834634762b218758a5a75,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,uncultured_Crocinitomix
205de6254678800b0b3877cd7d0ea3fc,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,Henriciella_marina
205f472ea765ad27459b3d5efc5339c1,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,
205f7588c23be28e5ecf411632e97472,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
206cac6b16f0f9bce4318f43c3d86345,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita,uncultured_Verrucomicrobia
207b03a5f0ad97fda75edb0534f7678c,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
208e8fb627ac129fa8e8b998d3c9d560,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,hydrothermal_vent
2095d81e46beaa90d5c03a179d2f9ee9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,
209e49c9e6aebdeed44b200a363cdf9e,Unassigned,,,,,,
20a8b2517dd3b77643eba858d9f18695,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,
20aa121e5c7e3229bb5e144e3c0c89c7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
20b3721abb3ac62a03e7296c6697edca,Unassigned,,,,,,
20d6f2a6498443a2ef43445450b69043,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,
20d8b1eeb922be8a5e2cd80f0c686d7d,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
20e2c6186b1e60863370083b836a1327,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,
20e42d817c672a0aaf9a1bff1cba15d8,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,uncultured_bacterium
20ebab43718fef4ad3337c293d96b66e,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,DEV007,
20f06bf8f2c9a74a9abbb815bd97c846,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
20f6b9bc7e52e18f6472c4a34e27aafa,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,
20fe31b1a0db3213559ae552759ec3d6,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
2105199bca58d673dc0c4407b7fc3338,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
21071b0a8311422d7351e01369238ff5,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),hydrothermal_vent
211158becd2c8f5393f4536d62ef126f,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,
2112378ee6acba3ae1d8f4b8c9303cfa,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,
211b196556b278dfa323d22c6e3dda76,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
2122f21dc6e5f8accdef3701beb033f6,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190,
212598aed67af3befcb224a4d4153084,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae,
21268dfff35a68085745b3b2466a06a0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,
213d3a5094815daf1212e8457d8c96bd,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus,uncultured_bacterium
214009f6d4129e3e1f4d1f82b43b5d6b,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,
21411453b8aec385d66f108791eeb338,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
2145722e13f8ced87e1c833bc5d6ccf8,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade,SAR202_clade,
2145f217d0912812c475d6ffa64131d5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,
21509043417658802b8e4a9b5af6a06a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
21517f374aceab26242a31da030acd51,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,,,
215552b621c5b76f10705c7e0999fb63,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade,OM182_clade,
2159de539bae8ea7873bd1e3aa682901,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,WCHB1-41,WCHB1-41,
2161b7b8a03d99cd85a597e03a664508,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,,
2163469a0a1f9c47d51dbc81859249d4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,
216a2de83fef174b19c889de79e1e897,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
216d5edc7d87da0cf68d5412080fd196,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
21703465b5552a42dbb5a6bb337029e5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
2171272ac203f144b06d329829dcf296,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,
217954fc96883cd2e92c20236e8b6866,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169_marine_group,AEGEAN-169_marine_group,uncultured_Alphaproteobacteria
218e9ff8b6d831efb5544341d43b157b,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
2191884ceb9f8562f1bc9104dfc15eea,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
219828ed16a5053b059349ee15eec698,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,uncultured,uncultured_Rhodospirillales
219945d588900b9a945987e3ef25c5ca,Bacteria,,,,,,
219ef60162d0c14c4bef9327892c38b1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,
21a69b93d76705b44b27070ce8f98b63,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,
21ab2fd071109b8988f368dbddab8414,Bacteria,,,,,,
21aef192c4f53592ff32913269641295,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
21b3227e6ac479b39564527847fbe29e,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
21b583c7b7d815dfd99cbce7a56b796d,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
21befbd63df045a8364a3f004f2137e7,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,
21c163e994427e96fbeb12a21d1bdfa2,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,,,
21c3c700be05855fb89c15ac85192d8e,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
21c5d5dfb03c8b43594fadbb04225269,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
21c92472955a6bf4c331a6f31c4526cb,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
21d2d373a5df8a738d03a66a4e9cb88a,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,
21e21e921147d13392224489e91adb13,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,
21e72c0bc8f22230b283eaee0a3ad928,Bacteria,Proteobacteria,,,,,
21f40624b4837624e45946cf306dcfd6,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,
21f577d0fa5bab205bd07f946c1fc63d,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_IV,Clade_IV,
21fc76ed238c48ab4074e3dd6b79a3da,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast,uncultured_Cryptomonadaceae
2212286395711001c869cf4d3b6de2a7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,
22124589024946dce0c4426dd3826255,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
22126f21ae51e6f2555bee9e9f3dd1c3,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
2214099515b01034cfcd604b413c5df3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,
2216434d5cab5820cc849753016882a7,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II,
222978e541b0669ade1b2c1659459871,Bacteria,Bacteroidota,Bacteroidia,,,,
222bcb6b34519a3380ad5ae925a1472f,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,
223964bdafdf117da77a72fd3cbf995d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
223d6651e771f39732b30c947cf573b5,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
223ee73fe4dfee4c52b48508bf22a944,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
2241e9ad32c4b674315dc94b1533895b,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,uncultured_marine
224b1f1e7d9a6874775a6c4933450073,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria,uncultured_bacterium
225f1eb0af8026f7575202e43d0763e3,Unassigned,,,,,,
22656fcdb9907f6977b6abc738dbb73d,Bacteria,,,,,,
226ca6b52d7af139c06f232fd38e3569,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured_Flavobacteriia
22833125d6a809c8499bf534bdfa1520,Bacteria,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade),
229143df243061f036f974f078f1cfa2,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade,SAR86_clade,
22937a808d01812cecd656a37e7d2b45,Bacteria,Proteobacteria,,,,,
22a1f8fdf6db5af87897992530bebaa3,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
