,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2108,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2109,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2110,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium monovelum
ASV_2111,Eukaryota,unknown,Dinophyceae,Peridiniales,Diplopsaliaceae,g_,s_
ASV_2112,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2113,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2114,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2115,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2117,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2118,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2119,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2120,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2121,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2122,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2124,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2125,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_2128,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2131,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2132,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2134,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,g_,s_
ASV_2135,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paulsenella,Paulsenella vonstoschii
ASV_2136,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas longipes
ASV_2140,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2141,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2143,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,s_
ASV_2144,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_2145,Eukaryota,unknown,unknown,unknown,Apusomonadidae,g_,s_
ASV_2146,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_2147,Eukaryota,Ciliophora,Prostomatea,Prorodontida,Plagiocampidae,g_,s_
ASV_2148,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2152,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2154,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2155,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2156,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2157,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_2159,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2160,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2161,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2162,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_2168,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_
ASV_2169,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_2172,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2173,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2175,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2176,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,g_,s_
ASV_2178,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2182,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2183,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2184,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,unassigned,g_,s_
ASV_2185,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2187,Eukaryota,unknown,Polycystinea,Spumellaria,Litheliidae,Larcopyle,Larcopyle butschlii
ASV_2188,Eukaryota,unknown,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_2189,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2190,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,Euduboscquella,unassigned
ASV_2194,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2195,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2197,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2198,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,s_
ASV_2200,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,unassigned,unassigned
ASV_2202,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2204,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2207,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2208,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2209,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_
ASV_2210,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_2212,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_2213,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2214,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2216,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Loxocephalidae,g_,s_
ASV_2217,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,unassigned
ASV_2218,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_2221,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2222,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2223,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2224,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_2226,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2227,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas sp. APCC MC5-1Cryo
ASV_2228,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2229,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Attheyaceae,Attheya,Attheya longicornis
ASV_2230,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_2232,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2233,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2234,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Ulmaridae,Phacellophora,Phacellophora camtschatica
ASV_2235,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2236,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2238,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2242,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2243,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2245,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2246,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2247,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2248,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2249,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2251,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Takayama,Takayama cf. pulchellum
ASV_2252,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2253,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2254,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2255,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2256,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_2258,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2259,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2260,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2262,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_
ASV_2263,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2264,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2267,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2268,Eukaryota,unknown,unknown,Diplonemea,unassigned,unassigned,unassigned
ASV_2269,Eukaryota,unknown,Acantharea,Chaunacanthida,unassigned,unassigned,unassigned
ASV_2272,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2273,Eukaryota,unknown,Haptophyta,unassigned,unassigned,unassigned,s_
ASV_2275,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2276,Eukaryota,unknown,Haptophyta,unassigned,unassigned,unassigned,s_
ASV_2283,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2284,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2285,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2286,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2287,Eukaryota,Ciliophora,Litostomatea,Vestibuliferida,Trimyemidae,g_,s_
ASV_2288,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2291,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2295,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2296,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2298,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_2299,Eukaryota,unknown,unknown,Choanoflagellata,Stephanoecidae,g_,s_
ASV_2300,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2301,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,g_,s_
ASV_2302,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2303,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2304,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,Oblongichytrium,Oblongichytrium sp. BAFCcult 3519
ASV_2305,Eukaryota,Cercozoa,unknown,Thaumatomonadida,unassigned,g_,s_
ASV_2306,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2307,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2308,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2309,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,unassigned,unassigned
ASV_2310,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2312,Eukaryota,Cercozoa,unknown,unknown,unknown,Quadricilia,Quadricilia rotundata
ASV_2313,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2315,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2316,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2317,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,Colliniidae,Pseudocollinia,Pseudocollinia beringensis
ASV_2320,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,s_
ASV_2321,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,g_,s_
ASV_2322,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2323,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2324,Eukaryota,Ciliophora,unknown,unknown,unknown,g_,s_
ASV_2325,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2328,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2330,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 21 RG-2016
ASV_2333,Eukaryota,unknown,unknown,Sticholonchida,Sticholonchidae,g_,s_
ASV_2334,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2335,Eukaryota,unknown,unknown,Diplonemea,unassigned,g_,s_
ASV_2336,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2337,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2340,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_2341,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2342,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2343,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2346,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_2348,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2349,Eukaryota,Cercozoa,Thecofilosea,Tectofilosida,Chlamydophryidae,Trachyrhizium,Trachyrhizium urniformis
ASV_2354,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2356,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2358,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,g_,s_
ASV_2360,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_2363,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2364,Eukaryota,unknown,unknown,Diplonemea,unassigned,g_,s_
ASV_2365,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2366,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2367,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2369,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_2370,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_2371,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2372,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_2374,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta sp. DP-2006
ASV_2376,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2378,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2379,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,g_,s_
ASV_2380,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 3 RG-2016
ASV_2381,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2382,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2384,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2385,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_2387,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2388,Eukaryota,unknown,Haptophyta,Prymnesiales,unassigned,unassigned,unassigned
ASV_2390,Eukaryota,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,unassigned,unassigned,s_
ASV_2391,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,g_,s_
ASV_2392,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2395,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2396,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_2398,Eukaryota,Cryptophyta,unknown,Cryptomonadales,Goniomonadaceae,g_,s_
ASV_2400,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2401,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2404,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2406,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2407,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2408,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_2409,Eukaryota,unknown,unknown,unknown,unknown,Paradinium,Paradinium poucheti
ASV_2414,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2417,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2419,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2420,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2422,Eukaryota,Mollusca,Bivalvia,Veneroida,unassigned,unassigned,unassigned
ASV_2423,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,unassigned,unassigned
ASV_2424,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2425,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2426,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2428,Eukaryota,unknown,Dinophyceae,Syndiniales,Eudubosquellidae,Euduboscquella,Euduboscquella cachoni
ASV_2429,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2430,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2432,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2433,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_2436,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2437,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_2438,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_2439,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_
ASV_2440,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,s_
ASV_2441,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2442,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_2443,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2444,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2445,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_2446,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2447,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2449,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2450,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2453,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2456,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2458,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2459,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2460,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2463,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros lauderi
ASV_2464,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned
ASV_2465,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2466,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2468,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2469,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2470,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,g_,s_
ASV_2471,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2474,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2475,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_2479,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2480,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2483,Eukaryota,unknown,unknown,unknown,Ellobiopsidae,Ellobiopsis,s_
ASV_2485,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2488,Eukaryota,Ciliophora,Prostomatea,Prorodontida,unassigned,g_,s_
ASV_2489,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2491,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_2492,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2494,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2495,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium pellucidum
ASV_2496,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2497,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium divergens
ASV_2498,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,unassigned
ASV_2499,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2501,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2502,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_2503,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2504,Eukaryota,unknown,Polycystinea,unassigned,unassigned,g_,s_
ASV_2506,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2507,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2508,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros curvisetus
ASV_2510,Eukaryota,unknown,Dinophyceae,Coccidiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium sp. Atlantic
ASV_2511,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_2513,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_2515,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,Salpingella acuminata
ASV_2517,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2518,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 27 RG-2016
ASV_2519,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2520,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2521,Eukaryota,unknown,Chrysophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2523,Eukaryota,unknown,Polycystinea,Spumellaria,unassigned,unassigned,unassigned
ASV_2524,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2525,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2526,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2529,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2532,Eukaryota,unknown,Dinophyceae,Syndiniales,Syndiniaceae,g_,s_
ASV_2534,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2535,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2537,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2538,Eukaryota,unknown,unknown,Choanoflagellata,Salpingoecidae,Sphaeroeca,s_
ASV_2541,Eukaryota,unknown,unknown,Diplonemea,unknown,g_,s_
ASV_2543,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2544,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_2545,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_2546,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,s_
ASV_2549,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2550,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,unassigned,unassigned
ASV_2551,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2552,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2553,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2554,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2555,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,unassigned,unassigned
ASV_2557,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,g_,s_
ASV_2558,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2559,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_2560,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
