,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_8404,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_8407,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Dolichomastigaceae,g_,s_
ASV_8412,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8414,Eukaryota,Bryozoa,Gymnolaemata,Cheilostomatida,Membraniporidae,Membranipora,unassigned
ASV_8415,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unassigned,unassigned,g_,s_
ASV_8416,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8417,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8422,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8424,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8425,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8426,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8427,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8428,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8429,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8434,Eukaryota,unknown,Oomycota,Pythiales,Pythiaceae,g_,s_
ASV_8437,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8439,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8446,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_8447,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8455,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8459,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8465,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia californiensis
ASV_8466,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8470,Eukaryota,Rhodophyta,Florideophyceae,Corallinales,unassigned,g_,s_
ASV_8471,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8472,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8477,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8488,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8490,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,g_,s_
ASV_8496,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8499,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8501,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8504,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8505,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8506,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8507,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8508,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8514,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8518,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8519,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8521,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8523,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8527,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_8530,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,g_,s_
ASV_8539,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_8540,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8543,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_8547,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8558,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unassigned,unassigned,g_,s_
ASV_8564,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8566,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8568,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8569,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,g_,s_
ASV_8575,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8578,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8579,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,g_,s_
ASV_8582,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8585,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8589,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8592,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8593,Eukaryota,unknown,unknown,Telonemida,unassigned,g_,s_
ASV_8595,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8599,Eukaryota,unknown,unknown,Telonemida,unassigned,g_,s_
ASV_8600,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8603,Eukaryota,Arthropoda,Insecta,Coleoptera,Ptinidae,g_,s_
ASV_8604,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8608,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8610,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8616,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,unassigned,g_,s_
ASV_8618,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Vitrinidae,g_,s_
ASV_8619,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8620,Eukaryota,unknown,Oomycota,Pythiales,Pythiaceae,g_,s_
ASV_8621,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8622,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8625,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,g_,s_
ASV_8628,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8629,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8630,Eukaryota,Cnidaria,Hydrozoa,unassigned,unassigned,g_,s_
ASV_8631,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,g_,s_
ASV_8633,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8634,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8644,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8645,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8656,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8665,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8669,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8671,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,unassigned
ASV_8677,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8678,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8683,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Peyssonneliaceae,g_,s_
ASV_8684,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8690,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8694,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8698,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8699,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8701,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8703,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8707,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8708,Eukaryota,unknown,Phaeophyceae,Dictyotales,Dictyotaceae,g_,s_
ASV_8709,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8712,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8715,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_8721,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_8723,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8726,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8727,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8728,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8731,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8733,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8734,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_8735,Eukaryota,unknown,unknown,unknown,Paramoebidae,Paramoeba,s_
ASV_8737,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8742,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8745,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_8746,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8749,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8752,Eukaryota,unknown,Oomycetes,unknown,unknown,g_,s_
ASV_8754,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_8761,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8767,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8773,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8777,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8782,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8783,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8789,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8791,Eukaryota,Discosea,Flabellinia,Dactylopodida,Vexilliferidae,g_,s_
ASV_8795,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_8796,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8799,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8800,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Polyorchidae,g_,s_
ASV_8801,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8805,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8806,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8809,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8811,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8812,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8819,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8825,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8826,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8828,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_8829,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8834,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_8840,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8841,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8842,Eukaryota,unknown,Haptophyta,Isochrysidales,Isochrysidaceae,g_,s_
ASV_8853,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,g_,s_
ASV_8854,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8861,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8864,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Scytosiphonaceae,g_,s_
ASV_8866,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8870,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8872,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8888,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8891,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8896,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8898,Eukaryota,unknown,Oomycota,unknown,unknown,g_,s_
ASV_8899,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8900,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8905,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8911,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8913,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8916,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8917,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_8919,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_8921,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8926,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,g_,s_
ASV_8927,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8930,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8935,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8940,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_8946,Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadidae,g_,s_
ASV_8947,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,g_,s_
ASV_8949,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8950,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_8952,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_8966,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_8968,Eukaryota,unknown,Phaeophyceae,Fucales,Durvillaeaceae,g_,s_
ASV_8969,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_8980,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia hasleana
ASV_8981,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_8983,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus sp. C AC-2013
ASV_8984,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_8992,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_8993,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_8995,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_9002,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9003,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9004,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_9010,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_9015,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9018,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_9020,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9022,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9024,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_9029,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9031,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9034,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9035,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_9039,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9041,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,g_,s_
ASV_9044,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9046,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9054,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9056,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9057,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9058,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus pergens
ASV_9060,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_9063,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9066,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,g_,s_
ASV_9067,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9070,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_9073,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9083,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9085,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia bijuga
ASV_9092,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9093,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9095,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9099,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9102,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9104,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9107,Eukaryota,Porifera,Demospongiae,Desmacellida,Desmacellidae,g_,s_
ASV_9108,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9109,Eukaryota,Arthropoda,Insecta,unassigned,unassigned,g_,s_
ASV_9111,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9112,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9120,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9125,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9130,Eukaryota,Annelida,Polychaeta,unknown,Opheliidae,Armandia,Armandia brevis
ASV_9134,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_
ASV_9140,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9142,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9146,Eukaryota,unknown,Oomycota,Saprolegniales,Saprolegniaceae,g_,s_
ASV_9151,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9154,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9157,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_9161,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Zancleidae,g_,s_
ASV_9162,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9163,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9167,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9169,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9171,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9172,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9190,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9191,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9209,Eukaryota,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,g_,s_
ASV_9214,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9222,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9227,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9229,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9232,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,g_,s_
ASV_9240,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9241,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_
ASV_9243,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9252,Eukaryota,Cnidaria,Hydrozoa,unassigned,unassigned,g_,s_
ASV_9262,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9276,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9290,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV_9293,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9294,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9295,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9296,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9301,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9305,Bacteria,unknown,unknown,unknown,unknown,g_,s_
ASV_9306,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9314,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9315,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9323,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9325,Eukaryota,Arthropoda,Insecta,Coleoptera,unassigned,g_,s_
ASV_9326,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9331,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9332,Eukaryota,unknown,Oomycetes,Peronosporales,Peronosporaceae,g_,s_
ASV_9336,Eukaryota,Arthropoda,Insecta,Coleoptera,unassigned,g_,s_
ASV_9337,Eukaryota,Arthropoda,Insecta,Diptera,Mycetophilidae,g_,s_
ASV_9350,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_9353,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9354,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9356,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_9358,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9367,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9374,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9375,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9379,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,g_,s_
ASV_9385,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9387,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9388,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9398,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Nanomia,Nanomia bijuga
ASV_9399,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9401,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9405,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_9410,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9412,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9415,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_9417,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_9418,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9419,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_9422,Eukaryota,unknown,Synurophyceae,Ochromonadales,Ochromonadaceae,g_,s_
ASV_9423,Eukaryota,unknown,Haptophyta,Isochrysidales,Noelaerhabdaceae,g_,s_
